index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
273	main-captions	MSRvid	2012test	407	none	none	a woman is filing her fingernails with an emery board.	a woman is feeding her baby with a bottle.	0.500
274	main-captions	MSRvid	2012test	408	none	none	a man is riding a skateboard.	a woman is cutting a potato.	0.000
275	main-captions	MSRvid	2012test	409	none	none	a woman is taking a shower.	a man is riding a white horse.	0.000
276	main-captions	MSRvid	2012test	410	none	none	a  man is dancing.	a man is riding a horse.	0.800
277	main-captions	MSRvid	2012test	413	none	none	a man is rowing a boat.	a man is shooting off a gun.	0.850
278	main-captions	MSRvid	2012test	414	none	none	a man is swinging from a rope attached to the ceiling.	a man is swinging on a rope.	3.400
279	main-captions	MSRvid	2012test	415	none	none	a woman is riding a horse on a beach.	a man is carrying another man on his back.	0.400
280	main-captions	MSRvid	2012test	416	none	none	a man holds a small animal in one hand.	a man shows off a small monkey.	1.750
281	main-captions	MSRvid	2012test	417	none	none	a person is folding a square paper piece.	a man is folding paper.	3.250
282	main-captions	MSRvid	2012test	418	none	none	a person is frying meat in a pan.	a person is holding a skunk.	0.750
283	main-captions	MSRvid	2012test	422	none	none	a chimpanzee is hurting a woman.	a man is driving a car.	0.000
284	main-captions	MSRvid	2012test	423	none	none	the woman is peeling shrimp.	the man is holding a lemur.	0.000
285	main-captions	MSRvid	2012test	427	none	none	two zebras are playing.	zebras are socializing.	4.250
286	main-captions	MSRvid	2012test	428	none	none	a woman is slicing butter.	a woman slices tofu.	1.800
287	main-captions	MSRvid	2012test	429	none	none	some men are playing guitars.	three men are playing guitars and singing together.	3.200
288	main-captions	MSRvid	2012test	430	none	none	the elephants sprayed water on themselves.	elephants spray themselves with water.	3.600
289	main-captions	MSRvid	2012test	432	none	none	a dog sat at the counter of a store.	the dog is standing at the counter.	2.600
290	main-captions	MSRvid	2012test	433	none	none	someone drills a hole in a strip of wood with a power drill.	a man drills a hole in a piece of wood.	3.200
291	main-captions	MSRvid	2012test	437	none	none	a woman is slicing some vegetables.	the woman is dicing garlic.	2.800
292	main-captions	MSRvid	2012test	438	none	none	a badger is burrowing a hole.	a badger is digging the earth.	4.600
293	main-captions	MSRvid	2012test	439	none	none	a woman is water skiing on a lake.	a man is playing a flute.	0.000
294	main-captions	MSRvid	2012test	440	none	none	a girl is playing a violin.	a baby is laughing and giggling.	0.250
295	main-captions	MSRvid	2012test	441	none	none	a helicopter is landing on a helipad.	a helicopter lands.	3.923
296	main-captions	MSRvid	2012test	442	none	none	a woman is cutting up a chicken.	a woman is slicing meat.	2.750
297	main-captions	MSRvid	2012test	443	none	none	a woman is cutting a cucumber.	a man is playing a guitar.	0.000
298	main-captions	MSRvid	2012test	444	none	none	a woman rides an elephant in front of an adoring crowd.	a woman rides an elephant.	3.000
299	main-captions	MSRvid	2012test	445	none	none	a puppy is sliding backwards along the floor.	a puppy is pushing itself backwards.	3.800
300	main-captions	MSRvid	2012test	447	none	none	a woman splits garlic cloves.	a woman is breaking a head of garlic into cloves.	4.600
301	main-captions	MSRvid	2012test	448	none	none	a dog is looking into swimming pool.	a dog is walking along the edge of a pool.	2.600
302	main-captions	MSRvid	2012test	449	none	none	a woman mixes a beauty treatment in a glass.	a woman is mixing a cream in a glass with a spoon.	3.600
303	main-captions	MSRvid	2012test	450	none	none	a man is drawing a picture.	a person is drawing.	3.600
304	main-captions	MSRvid	2012test	455	none	none	a woman is picking tomatoes.	a woman is pouring batter into a bowl.	1.000
305	main-captions	MSRvid	2012test	456	none	none	a man is looking at a computer monitor.	a man is using a laptop.	2.750
306	main-captions	MSRvid	2012test	457	none	none	the boy is riding a tricycle.	a woman is riding a water scooter.	1.250
307	main-captions	MSRvid	2012test	458	none	none	two men compete in a tire rolling race.	two people flipped tractor tires in a race.	2.750
308	main-captions	MSRvid	2012test	460	none	none	a person is cutting a meat.	a person riding a mechanical bull	0.000
309	main-captions	MSRvid	2012test	461	none	none	a man is playing a violin.	a woman is using a sewing machine.	0.000
310	main-captions	MSRvid	2012test	466	none	none	the baby crawled through the doorway.	a baby is crawling across the floor.	2.400
311	main-captions	MSRvid	2012test	467	none	none	a man is playing keyboard.	a person is playing a piano.	2.200
312	main-captions	MSRvid	2012test	469	none	none	a man is smelling two pizzas.	a woman is feeding a man.	0.200
313	main-captions	MSRvid	2012test	471	none	none	a monkey pulls the tail of a dog.	a monkey is teasing a dog at the zoo.	2.800
314	main-captions	MSRvid	2012test	472	none	none	a dog lies on his back on a wooden floor.	a dog is laying on the floor.	4.000
315	main-captions	MSRvid	2012test	474	none	none	a woman is frying something in the pan.	a man is playing his guitar.	0.000
316	main-captions	MSRvid	2012test	476	none	none	a man puts seasoning in a bowl of water.	the man added seasoning to water in a bowl.	5.000
317	main-captions	MSRvid	2012test	477	none	none	an elderly woman is pouring oil into a frying pan.	a tied man is putting into water.	0.000
318	main-captions	MSRvid	2012test	479	none	none	a woman is chopping an onion.	a woman is slicing partially into half of an onion.	3.200
319	main-captions	MSRvid	2012test	480	none	none	the woman picked up the kangaroo.	a woman is carrying a kangaroo.	3.500
320	main-captions	MSRvid	2012test	481	none	none	a dog biting on a can.	a dog opens a can of food.	1.750
321	main-captions	MSRvid	2012test	482	none	none	a woman is deboning a fish.	a man catches a fish.	1.250
322	main-captions	MSRvid	2012test	483	none	none	a man is mowing grass.	a man is busting concrete.	0.833
323	main-captions	MSRvid	2012test	484	none	none	a cat is watching a tv.	a man is slicing a leave.	0.000
324	main-captions	MSRvid	2012test	485	none	none	the boy is stuck in the door of the doghouse.	a child is stuck in a dog house.	3.750
325	main-captions	MSRvid	2012test	486	none	none	people flip into a swimming pool.	men are falling into a pool.	2.750
326	main-captions	MSRvid	2012test	489	none	none	a woman swims underwater.	a woman is swimming.	3.800
327	main-captions	MSRvid	2012test	490	none	none	a man is playing a guitar.	a woman is dancing.	0.200
328	main-captions	MSRvid	2012test	492	none	none	an airplane is flying in the air.	a south african airways plane is flying in a blue sky.	3.400
329	main-captions	MSRvid	2012test	493	none	none	a bear is running from two dogs.	a bear is fighting wolves.	1.400
330	main-captions	MSRvid	2012test	494	none	none	a woman is resting in a floating raft.	a woman relaxes in an inner tube.	3.800
331	main-captions	MSRvid	2012test	496	none	none	a man is dieing in an operating room.	a man is kissing a woman in stage.	0.400
332	main-captions	MSRvid	2012test	497	none	none	a man is holding a leaf.	a woman is watching television.	0.000
333	main-captions	MSRvid	2012test	498	none	none	a person is riding a horse.	a woman is slicing potatoes.	0.000
334	main-captions	MSRvid	2012test	499	none	none	a woman is slicing octopus.	a man is playing the guitar.	0.000
335	main-captions	MSRvid	2012test	500	none	none	a man is breaking water jugs.	a woman is peeling garlic.	0.200
336	main-captions	MSRvid	2012test	501	none	none	a man is playing a guitar.	a woman is cutting vegetable.	0.000
337	main-captions	MSRvid	2012test	502	none	none	a girl is eating a cupcake.	a man is slicing a cucumber.	0.000
338	main-captions	MSRvid	2012test	503	none	none	the little girl played on the grass with a dog and a ball.	a baby plays with a dog and ball.	3.800
339	main-captions	MSRvid	2012test	505	none	none	people ride and paddle a raft.	four people are floating on a raft.	2.250
340	main-captions	MSRvid	2012test	508	none	none	the lady cut up a potatoe.	a man is cutting a potato.	2.400
341	main-captions	MSRvid	2012test	510	none	none	the missile exploded.	a rocket exploded.	3.200
342	main-captions	MSRvid	2012test	511	none	none	a dog is playing in the snow.	a dog is pawing at a fly in the carpet before it.	1.600
343	main-captions	MSRvid	2012test	512	none	none	a woman is dancing with other women.	a woman is shredding chicken.	0.400
344	main-captions	MSRvid	2012test	513	none	none	a boy is pushing a van.	a person is slicing a tomato.	0.000
345	main-captions	MSRvid	2012test	515	none	none	a boy is making some dance steps.	a boy is pouring something from a pitcher.	0.400
346	main-captions	MSRvid	2012test	516	none	none	a woman is opening a soda and drinking it.	a woman is riding on an elephant.	0.600
347	main-captions	MSRvid	2012test	517	none	none	a man is assembling speaker parts.	a man is playing the guitar.	1.000
348	main-captions	MSRvid	2012test	519	none	none	the dog walked along the edge of the pool.	a dog is walking along a pool.	4.600
349	main-captions	MSRvid	2012test	520	none	none	butter is being put into a bowl.	a man cutting butter into a mixing bowl.	4.250
350	main-captions	MSRvid	2012test	522	none	none	raccoons are eating.	a man is eating.	1.500
351	main-captions	MSRvid	2012test	523	none	none	someone fell off a horse.	a man gets knocked off of a horse.	3.500
352	main-captions	MSRvid	2012test	525	none	none	a woman peels an apple.	a man pops wheelies on a motorcycle.	0.000
353	main-captions	MSRvid	2012test	526	none	none	a man is taking some math classes.	a man is rinsing a steak.	0.000
354	main-captions	MSRvid	2012test	527	none	none	animals are playing in water.	two men are playing ping pong.	0.000
355	main-captions	MSRvid	2012test	528	none	none	a man is riding a horse and jumping over obstacles.	a man is kicking a soccer ball.	0.333
356	main-captions	MSRvid	2012test	529	none	none	a person is doing pencil tricks with his hand.	a person is slicing carrots in half.	0.333
357	main-captions	MSRvid	2012test	530	none	none	the person lit the cameras on fire.	a person is blow torching cameras.	3.333
358	main-captions	MSRvid	2012test	531	none	none	the man is slicing the tape from the box.	a man is cutting open a box.	4.333
359	main-captions	MSRvid	2012test	534	none	none	a man is fishing in the river.	a man is singing while walking down the sidewalk.	0.800
360	main-captions	MSRvid	2012test	535	none	none	a man is riding a bike.	a woman is dancing in the street.	0.200
361	main-captions	MSRvid	2012test	536	none	none	a man is doing push-ups.	a woman is cutting some octopus.	0.000
362	main-captions	MSRvid	2012test	537	none	none	a man is playing guitar.	a woman is slicing up some pork.	0.000
363	main-captions	MSRvid	2012test	542	none	none	the little boy is singing and playing the guitar.	a baby is playing a guitar.	2.800
364	main-captions	MSRvid	2012test	543	none	none	a woman is powdering her face.	the woman is tapping her fingers on the table.	0.800
365	main-captions	MSRvid	2012test	546	none	none	a woman is peeling a potato.	a lion is walking around.	0.000
366	main-captions	MSRvid	2012test	547	none	none	a woman is firing a rifle.	a man is performing stunts.	0.250
367	main-captions	MSRvid	2012test	552	none	none	a woman puts a garland over a man's shoulders.	a man pours water over a pilots head.	0.500
368	main-captions	MSRvid	2012test	553	none	none	an old woman is shaking hand with a man.	a man and a woman shake hands.	3.750
369	main-captions	MSRvid	2012test	555	none	none	the woman is waterskiing.	a woman is wake boarding on a lake.	1.750
370	main-captions	MSRvid	2012test	556	none	none	trees are bending in storm.	trees are hit by very hard winds.	2.667
371	main-captions	MSRvid	2012test	558	none	none	a man and woman is riding in a car.	a woman is frying shrimp.	0.400
372	main-captions	MSRvid	2012test	559	none	none	a man is moving a tree limb.	the woman is playing the violin.	0.000
373	main-captions	MSRvid	2012test	561	none	none	a man plays a piano.	a woman is playing the violin.	1.000
374	main-captions	MSRvid	2012test	562	none	none	a person pours oil on a skillet.	a person is dicing an onion.	0.800
375	main-captions	MSRvid	2012test	564	none	none	the animal is eating.	a woman is dancing.	0.000
376	main-captions	MSRvid	2012test	566	none	none	the woman is walking her dog.	a woman walks her dog down the street.	4.000
377	main-captions	MSRvid	2012test	570	none	none	a group of people sing.	some people are singing.	5.000
378	main-captions	MSRvid	2012test	571	none	none	the cat is drinking milk.	a cat is licking from a saucer of milk.	4.400
379	main-captions	MSRvid	2012test	574	none	none	a girl is making eyelid.	a woman is applying eyeshadow.	2.000
380	main-captions	MSRvid	2012test	576	none	none	two men are fighting.	two men are fighting using a form of martial arts.	2.800
381	main-captions	MSRvid	2012test	581	none	none	the military officer barked at the recruits.	an officer is talking to recruits.	2.500
382	main-captions	MSRvid	2012test	582	none	none	the man is putting chicken into the container.	a man is putting foods in a box.	2.500
383	main-captions	MSRvid	2012test	583	none	none	a man is tying on a stenographers machine.	the man used a stenograph.	2.250
384	main-captions	MSRvid	2012test	584	none	none	a woman is adding pasta to a pot of water.	a woman is making noodles.	3.600
385	main-captions	MSRvid	2012test	585	none	none	a woman is lying on a blanket on a rock and reading a book.	a woman seated is singing a song and playing the guitar too.	1.200
